Handle,Title,Body (HTML),Published,Image Src,Image Alt Text,Sort Order,Updated At
solid-wood-flooring,Solid Wood Flooring,<p>Browse our full range of Solid Wood Flooring.</p>,TRUE,,Solid Wood Flooring,best-selling,2026-05-18
