Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
herringbone-solid-wood-flooring-18mm-natural-brushed-matt-lacquer,Herringbone Solid Wood Flooring 18mm Natural Matt Lacquer,"<h2>Herringbone Solid Wood Flooring 18mm Natural Matt Lacquer</h2><p>Premium solid wood flooring from Factory Direct Flooring. Real wood construction for a natural, timeless finish. Suitable for residential and commercial use. Can be sanded and refinished multiple times for a lasting floor.</p>",Factory Direct Flooring,,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74167NML,0,shopify,100,deny,manual,68.15,68.15,TRUE,TRUE,,,Herringbone Solid Wood Flooring 18mm Natural Matt Lacquer,Herringbone Solid Wood Flooring 18mm Natural Matt Lacquer,"Premium solid wood flooring from Factory Direct Flooring. Real wood construction for a natural, timeless finish. Suitable for residential and commercial use. Can be sanded and refinished multiple times for a lasting floor.",active
hawthorn-18mm-x-125mm-solid-wood-flooring-natural-matt-lacquer,Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer,"<h2>Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer</h2><p>Premium solid wood flooring from Factory Direct Flooring. Real wood construction for a natural, timeless finish. Suitable for residential and commercial use. Can be sanded and refinished multiple times for a lasting floor.</p>",Factory Direct Flooring,,Solid Wood Flooring,solid-wood-flooring,TRUE,Title,Default Title,74175HAW,0,shopify,100,deny,manual,64.78,64.78,TRUE,TRUE,,,Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer,Hawthorn 18mm x 125mm Solid Wood Flooring Natural Matt Lacquer,"Premium solid wood flooring from Factory Direct Flooring. Real wood construction for a natural, timeless finish. Suitable for residential and commercial use. Can be sanded and refinished multiple times for a lasting floor.",active
herringbone-parquet-engineered-wood-flooring-18mm-natural-oak-brushed-oiled,Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled,<h2>Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E33204BAO7,0,shopify,100,deny,manual,59.99,59.99,TRUE,TRUE,,,Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled,Herringbone Parquet Engineered Wood Flooring 18mm Natural Oak Brushed Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
abbey-denny-engineered-wood-flooring-14mm-x-125mm-golden-oak-brushed-matt-lacquer,Abbey Denny Engineered Wood Flooring 14mm x 125mm Golden Oak Brushed Matt Lacquer,<h2>Abbey Denny Engineered Wood Flooring 14mm x 125mm Golden Oak Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E33288DEN5,0,shopify,100,deny,manual,45.59,45.59,TRUE,TRUE,,,Abbey Denny Engineered Wood Flooring 14mm x 125mm Golden Oak Brushed Matt Lacquer,Abbey Denny Engineered Wood Flooring 14mm x 125mm Golden Oak Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
abbey-torre-engineered-wood-flooring-14mm-x-125mm-coffee-oak-brushed-matt-lacquered,Abbey Torre Engineered Wood Flooring 14mm x 125mm Coffee Oak Brushed Matt Lacquered,<h2>Abbey Torre Engineered Wood Flooring 14mm x 125mm Coffee Oak Brushed Matt Lacquered</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E33290TOR3,0,shopify,100,deny,manual,45.59,45.59,TRUE,TRUE,,,Abbey Torre Engineered Wood Flooring 14mm x 125mm Coffee Oak Brushed Matt Lacquered,Abbey Torre Engineered Wood Flooring 14mm x 125mm Coffee Oak Brushed Matt Lacquered,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
abbey-sawtry-engineered-wood-flooring-14mm-x-125mm-oak-brushed-matt-lacquer,Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer,<h2>Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E33291SAW8,0,shopify,100,deny,manual,45.59,45.59,TRUE,TRUE,,,Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer,Abbey Sawtry Engineered Wood Flooring 14mm x 125mm Oak Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
wroxton-engineered-wood-flooring-14mm-x-190mm-white-stained-oak-brushed-matt-lacquer,Wroxton Engineered Wood Flooring 14mm x 190mm White Stained Oak Brushed Matt Lacquer,<h2>Wroxton Engineered Wood Flooring 14mm x 190mm White Stained Oak Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E34141WRO6,0,shopify,100,deny,manual,47.70,47.70,TRUE,TRUE,,,Wroxton Engineered Wood Flooring 14mm x 190mm White Stained Oak Brushed Matt Lacquer,Wroxton Engineered Wood Flooring 14mm x 190mm White Stained Oak Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
garsington-engineered-wood-flooring-oak-matt-lacquer-14mm-x-190mm,Garsington Engineered Wood Flooring Oak Matt Lacquer 14mm x 190mm,<h2>Garsington Engineered Wood Flooring Oak Matt Lacquer 14mm x 190mm</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E34143GAR8,0,shopify,100,deny,manual,43.83,43.83,TRUE,TRUE,,,Garsington Engineered Wood Flooring Oak Matt Lacquer 14mm x 190mm,Garsington Engineered Wood Flooring Oak Matt Lacquer 14mm x 190mm,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
loire-engineered-wood-flooring-15mm-x-190mm-natural-distressed-heavy-brushed,Loire Engineered Wood Flooring 15mm x 190mm Natural Distressed Heavy Brushed,<h2>Loire Engineered Wood Flooring 15mm x 190mm Natural Distressed Heavy Brushed</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E66936LND7,0,shopify,100,deny,manual,55.99,55.99,TRUE,TRUE,,,Loire Engineered Wood Flooring 15mm x 190mm Natural Distressed Heavy Brushed,Loire Engineered Wood Flooring 15mm x 190mm Natural Distressed Heavy Brushed,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
manor-colwick-14mm-oak-matt-lacquer-click-engineered-floor,Manor Colwick 14mm Oak Matt Lacquer Click Engineered Floor,<h2>Manor Colwick 14mm Oak Matt Lacquer Click Engineered Floor</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E71361-10,0,shopify,100,deny,manual,60.19,60.19,TRUE,TRUE,,,Manor Colwick 14mm Oak Matt Lacquer Click Engineered Floor,Manor Colwick 14mm Oak Matt Lacquer Click Engineered Floor,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
manor-lound-14mm-oak-matt-lacquer-click-engineered-floor,Manor Lound 14mm Oak Matt Lacquer Click Engineered Floor,<h2>Manor Lound 14mm Oak Matt Lacquer Click Engineered Floor</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E71363-10,0,shopify,100,deny,manual,60.19,60.19,TRUE,TRUE,,,Manor Lound 14mm Oak Matt Lacquer Click Engineered Floor,Manor Lound 14mm Oak Matt Lacquer Click Engineered Floor,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
manor-fyne-14mm-oak-matt-lacquer-click-engineered-floor,Manor Fyne 14mm Oak Matt Lacquer Click Engineered Floor,<h2>Manor Fyne 14mm Oak Matt Lacquer Click Engineered Floor</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E71366-10,0,shopify,100,deny,manual,53.76,53.76,TRUE,TRUE,,,Manor Fyne 14mm Oak Matt Lacquer Click Engineered Floor,Manor Fyne 14mm Oak Matt Lacquer Click Engineered Floor,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
herringbone-parquet-engineered-wood-flooring-lacquered-dalgona-oak-10mm,Herringbone Parquet Engineered Wood Flooring lacquered Dalgona Oak 10mm,<h2>Herringbone Parquet Engineered Wood Flooring lacquered Dalgona Oak 10mm</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,ESP72089DAL05,0,shopify,100,deny,manual,35.99,35.99,TRUE,TRUE,,,Herringbone Parquet Engineered Wood Flooring lacquered Dalgona Oak 10mm,Herringbone Parquet Engineered Wood Flooring lacquered Dalgona Oak 10mm,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
herringbone-parquet-engineered-wood-flooring-10mm-lacquered-autumn-oak,Herringbone Parquet Engineered Wood Flooring 10mm lacquered Autumn Oak,<h2>Herringbone Parquet Engineered Wood Flooring 10mm lacquered Autumn Oak</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,ESP72090AUT13,0,shopify,100,deny,manual,35.99,35.99,TRUE,TRUE,,,Herringbone Parquet Engineered Wood Flooring 10mm lacquered Autumn Oak,Herringbone Parquet Engineered Wood Flooring 10mm lacquered Autumn Oak,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
14mm-herringbone-parquet-engineered-wood-flooring-nude-oak,14mm Herringbone Parquet Engineered Wood Flooring Nude Oak,<h2>14mm Herringbone Parquet Engineered Wood Flooring Nude Oak</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E73507SPN07,0,shopify,100,deny,manual,44.37,44.37,TRUE,TRUE,,,14mm Herringbone Parquet Engineered Wood Flooring Nude Oak,14mm Herringbone Parquet Engineered Wood Flooring Nude Oak,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
herringbone-parquet-engineered-wood-flooring-brushed-matt-lacquer-14mm-harvest-oak,Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak,<h2>Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E73509SPH13,0,shopify,100,deny,manual,44.37,44.37,TRUE,TRUE,,,Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak,Herringbone Parquet Engineered Wood Flooring Brushed Matt Lacquer 14mm Harvest Oak,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
abbey-claro-engineered-wood-flooring-white-wash-oak-10mm-x-125mm-brushed-matt-lacquer,Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer,<h2>Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E73884CLA,0,shopify,100,deny,manual,27.59,27.59,TRUE,TRUE,,,Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer,Abbey Claro Engineered Wood Flooring White Wash Oak 10mm x 125mm Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
manor-roke-oak-engineered-wood-flooring-18mm-x-190mm-smoke-white-brushed-matt-lacquer,Manor Roke Oak Engineered Wood Flooring 18mm x 190mm Smoke White Brushed Matt Lacquer,<h2>Manor Roke Oak Engineered Wood Flooring 18mm x 190mm Smoke White Brushed Matt Lacquer</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,E73890ROK,0,shopify,100,deny,manual,52.79,52.79,TRUE,TRUE,,,Manor Roke Oak Engineered Wood Flooring 18mm x 190mm Smoke White Brushed Matt Lacquer,Manor Roke Oak Engineered Wood Flooring 18mm x 190mm Smoke White Brushed Matt Lacquer,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
manor-wenlock-engineered-wood-flooring-18mm-x-180mm-natural-oak-brushed-uv-oiled,Manor Wenlock Engineered Wood Flooring 18mm x 180mm Natural Oak Brushed Uv Oiled,<h2>Manor Wenlock Engineered Wood Flooring 18mm x 180mm Natural Oak Brushed Uv Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,73977WEN,0,shopify,100,deny,manual,51.58,51.58,TRUE,TRUE,,,Manor Wenlock Engineered Wood Flooring 18mm x 180mm Natural Oak Brushed Uv Oiled,Manor Wenlock Engineered Wood Flooring 18mm x 180mm Natural Oak Brushed Uv Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
abbey-bornem-engineered-wood-flooring-14mm-x-190mm-natural-brushed-uv-oiled,Abbey Bornem Engineered Wood Flooring 14mm x 190mm Natural Brushed Uv Oiled,<h2>Abbey Bornem Engineered Wood Flooring 14mm x 190mm Natural Brushed Uv Oiled</h2><p>High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.</p>,Factory Direct Flooring,,Engineered Wood Flooring,engineered-wood-flooring,TRUE,Title,Default Title,73989BOR,0,shopify,100,deny,manual,47.99,47.99,TRUE,TRUE,,,Abbey Bornem Engineered Wood Flooring 14mm x 190mm Natural Brushed Uv Oiled,Abbey Bornem Engineered Wood Flooring 14mm x 190mm Natural Brushed Uv Oiled,High-quality engineered wood flooring from Factory Direct Flooring. Multi-layer construction for enhanced stability and durability. Compatible with underfloor heating systems. A beautiful and practical choice for any room.,active
